Exercise,Difficulty Level,Target Muscle Group,Primary Equipment,Body Region,Primary Exercise Classification,Video Url
Bodyweight Burpee,Intermediate,Chest,Bodyweight,Full Body,Unsorted*,https://youtu.be/auBLPXO8Fww
Double Dumbbell Devil Press,Advanced,Shoulders,Dumbbell,Full Body,Unsorted*,https://youtu.be/SCOxIkPDqxM?si=JHtcK8O5k4voNCP2
Alternating Single Arm Dumbbell Devil Press,Advanced,Shoulders,Dumbbell,Full Body,Unsorted*,https://youtu.be/l6_aD2IWEEA
Double Kettlebell Seesaw Z Press,Novice,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/n54YmZS9uM4
Double Plate Lu Raise,Novice,Shoulders,Weight Plate,Upper Body,Mobility,https://youtu.be/IeGDlglTK9M
Plate Steering Wheel,Novice,Shoulders,Weight Plate,Upper Body,Unsorted*,https://youtu.be/ToHy85wT3KE?si=z9VmwQGWt8A86_Mc
Suspension Cuban Press,Novice,Shoulders,Suspension Trainer,Upper Body,Unsorted*,https://youtu.be/ybVFLdr1_Vk?si=NGTNOkq-xBRDhbIF
Barbell Decline Bench Press,Novice,Chest,Barbell,Upper Body,Bodybuilding,https://youtu.be/6yGZ0KCaiWM
Kettlebell Half Kneeling Alternating Halo,Novice,Shoulders,Kettlebell,Upper Body,Mobility,https://youtu.be/A2jT86tgnII
Kettlebell Tall Kneeling Alternating Halo,Novice,Shoulders,Kettlebell,Upper Body,Mobility,https://youtu.be/ejbfyLEaXi4
Bodyweight Rolling Squat Burpee,Advanced,Chest,Bodyweight,Full Body,Plyometric,https://youtu.be/phmcox-C8iA
Kettlebell Tall Kneeling Alternating Hip to Halo,Novice,Shoulders,Kettlebell,Upper Body,Mobility,https://youtu.be/4frRMFUlaFs
Barbell Seated Overhead Press,Novice,Shoulders,Barbell,Upper Body,Bodybuilding,https://youtu.be/Mdx1V3v7E5g
Dumbbell Crush Grip Z Press,Novice,Shoulders,Dumbbell,Upper Body,Bodybuilding,https://youtu.be/_othSKjqF30
Barbell Half Kneeling Overhead Press,Novice,Shoulders,Barbell,Upper Body,Bodybuilding,https://youtu.be/HdsS7MO_KFs?si=6N85JwB13t24ha7T
Barbell Tall Kneeling Overhead Press,Novice,Shoulders,Barbell,Upper Body,Bodybuilding,https://youtu.be/j2slieruHx0?si=qsnkz69oUwDeE0hp
Barbell Bodyweight Row,Novice,Back,Barbell,Upper Body,Calisthenics,https://youtu.be/bHO0A4ZF_Zg
Ring Row,Novice,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/xhlReCpAE9k
Slider Single Arm Kettlebell Suitcase Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/DS-pvuh8VEo?si=KEDC31EUxCubFjGj
Slider Single Arm Kettlebell Front Rack Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/iRHrBseKm0k?si=X-TqbB38SGkCSqnE
Ring Bulgarian Row,Novice,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/5CxPrNkhm2k
Alternating Double Kettlebell Rotational Overhead Press,Novice,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/VQKcF1HfsYk
Alternating Double Kettlebell Push Press,Novice,Shoulders,Kettlebell,Upper Body,Unsorted*,https://youtu.be/kUgzuCAvO3A
Cable Tall Kneeling Face Pull,Novice,Shoulders,Cable,Upper Body,Unsorted*,
Macebell Ballistic Curl,Novice,Biceps,Macebell,Upper Body,Ballistics,https://youtu.be/e8aZdfRK4FE?si=VtO52sSIMj0T-KCF
Single Arm Indian Club Outer Heart Shaped Swing,Novice,Shoulders,Indian Club,Upper Body,Mobility,
Single Arm Clubbell Pullover,Novice,Back,Clubbell,Upper Body,Unsorted*,https://youtu.be/JJgOmmqZneM?si=v93qv5Poy03NJqj_
Double Clubbell Pullover,Novice,Back,Clubbell,Upper Body,Unsorted*,https://youtu.be/2ZYphWzJedw?si=f5GGOhThihsKqIds
Clubbell Pullover,Novice,Back,Clubbell,Upper Body,Unsorted*,https://youtu.be/0sRFLvzcqxw?si=cqK8W0uEQdEUfDAy
Clubbell Front Flag Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,https://youtu.be/3_F4oUpYY7Q?si=qgoqjkcK33CSqmX4
Single Arm Indian Club Inner Heart Shaped Swing,Novice,Shoulders,Indian Club,Upper Body,Mobility,
Single Arm Ring Dead Hang,Novice,Back,Gymnastic Rings,Upper Body,Calisthenics,https://youtu.be/7J_x9uMtr-o?si=2tga8qG4urWcSCMT
Single Arm Dumbbell Suitcase Deadlift,Novice,Back,Dumbbell,Full Body,Bodybuilding,https://youtu.be/syhrlmOkV_Y
Slider Single Arm Kettlebell Front Rack Ipsilateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/7wCLqLLyHh0?si=hFc7L_yPlG-KnZVg
Clubbell Torch Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,https://youtu.be/REUDhFnYMYc?si=13Shwx4VKvuvNLZh
Single Arm Clubbell Torch Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,https://youtu.be/UU4WhE25JfI?si=6sinMuju_2nUhgZK
Double Clubbell Torch Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,
Barbell Conventional Deadlift,Novice,Back,Barbell,Full Body,Powerlifting,https://youtu.be/op9kVnSso6Q
Barbell Sumo Deadlift,Novice,Back,Barbell,Full Body,Powerlifting,https://youtu.be/wQHSYDSgDn8
Barbell Rack Pull,Novice,Back,Barbell,Full Body,Bodybuilding,https://youtu.be/zdaEWO0S5HU
Barbell Snatch Grip Deadlift,Intermediate,Back,Barbell,Full Body,Bodybuilding,https://youtu.be/0Ah-ol5EGlo
Alternating Double Clubbell Torch Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,
Stability Ball Hyperextension,Novice,Back,Stability Ball,Unsorted*,Unsorted*,https://youtu.be/bmRTtzOOiVM
Barbell Seated Good Morning ,Intermediate,Back,Barbell,Unsorted*,Bodybuilding,https://youtu.be/ZPeJ0s8X6Gs
Barbell Good Morning,Intermediate,Back,Barbell,Unsorted*,Bodybuilding,https://youtu.be/F8dCjzbed-4
Bodyweight Wall Sit ,Beginner,Quadriceps,Bodyweight,Lower Body,Unsorted*,https://youtu.be/SszDMOZvFuw
Bodyweight Wall Slide Squat,Beginner,Quadriceps,Bodyweight,Lower Body,Unsorted*,https://youtu.be/3J99J5NxNSQ?si=Xv_W-o9GzT-nvtVQ
Stability Ball Wall Slide Squat,Beginner,Quadriceps,Stability Ball,Lower Body,Unsorted*,https://youtu.be/lWJ6BujsDYY?si=Hl4kTZutf9b6tDUi
Suspension Squat,Beginner,Quadriceps,Suspension Trainer,Lower Body,Unsorted*,https://youtu.be/Re73IUOJqf8?si=LWvs8KrK-E4j70cn
Suspension Alternating Reverse Lunge,Beginner,Quadriceps,Suspension Trainer,Lower Body,Bodybuilding,https://youtu.be/oRO4ailwZb4
Bodyweight Squat to Bench,Beginner,Quadriceps,Bodyweight,Lower Body,Calisthenics,https://youtu.be/93l0NGCosAE
Bodyweight Squat,Beginner,Quadriceps,Bodyweight,Lower Body,Calisthenics,https://youtu.be/C_VtOYc6j5c
Bodyweight Hand Assisted Split Squat,Beginner,Quadriceps,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/WRCsxtCfrEE
Bodyweight Walking Lunge,Beginner,Quadriceps,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/tlbTz6IamaE
Dumbbell Goblet Squat ,Beginner,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/a-dqF4NL2K4
Miniband Romanian Deadlift,Beginner,Hamstrings,Miniband,Lower Body,Bodybuilding,https://youtu.be/N5lBa2zMAPI?si=Eth4HWtKMOXBXNx6
Superband Resisted Skater Jump,Intermediate,Abductors,Superband,Lower Body,Plyometric,https://youtu.be/VHBOyCCupJ4?feature=shared
Cable Prone Single Leg Hamstring Curl,Beginner,Hamstrings,Cable,Lower Body,Bodybuilding,https://youtu.be/k6Vo8hBLypQ
Bodyweight Candlestick Roll Up Tuck Jump,Intermediate,Glutes,Bodyweight,Unsorted*,Plyometric,https://youtu.be/BpwGQP8k7aY
Single Arm Clubbell Front Flag Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,
Double Clubbell Front Flag Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,
Barbell Block Pull Deadlift,Novice,Back,Barbell,Full Body,Bodybuilding,https://youtu.be/iVpVk8x-VDQ
Barbell Box Back Squat,Novice,Quadriceps,Barbell,Lower Body,Unsorted*,https://youtu.be/dLG78_Z9rjM
Barbell Deficit Deadlift,Intermediate,Back,Barbell,Full Body,Bodybuilding,https://youtu.be/PzoxegwRlOw
Barbell Front Rack Squat,Intermediate,Quadriceps,Barbell,Lower Body,Olympic Weightlifting ,https://youtu.be/uYumuL_G_V0
Barbell Glute Bridge,Novice,Glutes,Barbell,Lower Body,Bodybuilding,https://youtu.be/6EhYj5eSngY
Barbell Halting Deadlift,Novice,Back,Barbell,Full Body,Bodybuilding,
Barbell High Bar Back Squat,Novice,Quadriceps,Barbell,Lower Body,Unsorted*,https://youtu.be/ultWZbUMPL8
Barbell Low Bar Back Squat,Intermediate,Quadriceps,Barbell,Lower Body,Powerlifting,
Alternating Double Clubbell Front Flag Press,Novice,Shoulders,Clubbell,Upper Body,Unsorted*,
Barbell Power Clean,Expert,Glutes,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/KwYJTpQ_x5A
Barbell Power Snatch,Expert,Glutes,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/TL8SMp7RdXQ
Double Indian Club Lateral Internal and External Rotations,Novice,Shoulders,Indian Club,Upper Body,Mobility,
Barbell Romanian Deadlift,Novice,Hamstrings,Barbell,Lower Body,Bodybuilding,https://youtu.be/LURGDIX3adY?si=fHh3AAX-mZB09HXi
Single Arm Indian Club Lateral Internal and External Rotation,Novice,Shoulders,Indian Club,Upper Body,Mobility,
Barbell Back Rack Split Squat,Novice,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/KXUJxb8hO8U
Barbell Stiff Legged Deadlift,Novice,Hamstrings,Barbell,Lower Body,Bodybuilding,https://youtu.be/5_t0SsovgW8?si=5Zg1x855TTmrp1cL
Barbell Sumo Back Squat,Novice,Glutes,Barbell,Lower Body,Unsorted*,https://youtu.be/qiQAsB0x-7k?si=OlWu0ou6Vr0NnuvE
Bodyweight Pistol Squat,Advanced,Quadriceps,Bodyweight,Lower Body,Calisthenics,https://youtu.be/KA186_3cAGY?si=LQLcC09buiv75LfU
Bodyweight Skater Squat,Intermediate,Quadriceps,Bodyweight,Lower Body,Calisthenics,https://youtu.be/kRnLZadW5Q0
Cable Pull Through,Beginner,Glutes,Cable,Lower Body,Bodybuilding,https://youtu.be/NEDrQPoITMc?si=ZeJ1LOUbzrjgk-_8
Double Dumbbell Suitcase Bulgarian Split Squat,Intermediate,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/G0Mo2LF8uLU
Double Dumbbell Suitcase Step Up,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/37tVohr7LcE
Double Dumbbell Suitcase Deficit Split Squat,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/jqWAqPQvqAk
Double Dumbbell Suitcase Alternating Forward Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/t7DBjlOTwAk
Double Dumbbell Suitcase Alternating Reverse Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/Lsen4vH1nm8
Double Indian Club Overhead Arm Circles,Novice,Shoulders,Indian Club,Upper Body,Mobility,
Double Dumbbell Suitcase Split Squat,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/yqH8u037IjM
Double Dumbbell Front Rack Alternating Step Up,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/anHX8Zp67C8?si=qbb7ETCqekLaflB_
Bodyweight Face the Wall Squat,Beginner,Quadriceps,Bodyweight,Lower Body,Unsorted*,https://youtu.be/pktIjwNiuYE?si=fWFt85clM0T2gopP
Bodyweight Feet Elevated Glute Bridge,Novice,Glutes,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/kFvF6ZHv-KI
Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Overhead Contralateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Overhead Ipsilateral Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Reverse Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Reverse Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Slider Kettlebell Goblet Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/8k08cvYq-n8?si=bbPqV1XKB99kPfpP
Miniband Thigh Monster Walk,Beginner,Abductors,Miniband,Lower Body,Bodybuilding,https://youtu.be/po3I8qoRC2c?si=XeJ7Tq5PXt3WLJfl
Bodyweight Quadruped Hip Extension,Beginner,Glutes,Bodyweight,Lower Body,Unsorted*,https://youtu.be/1UwyzWjFx5k
Suspension Pistol Squat,Intermediate,Quadriceps,Suspension Trainer,Lower Body,Balance,https://youtu.be/K7qfUjKf9rU
Suspension Skater Squat,Novice,Quadriceps,Suspension Trainer,Lower Body,Balance,https://youtu.be/YyBeT4WWBk4
Bodyweight Tuck Jump,Novice,Quadriceps,Bodyweight,Lower Body,Plyometric,https://youtu.be/vgB_eWuvGW8?si=anQ4gfG2ik-Y_uU9
Bodyweight Alternating Single Leg Wall Sit,Novice,Quadriceps,Bodyweight,Lower Body,Unsorted*,https://youtu.be/eYGszeFcI7Y?si=jFOFuzza1JQMYuVE
Bodyweight Single Leg Romanian Deadlift Jump,Intermediate,Hamstrings,Bodyweight,Lower Body,Plyometric,https://youtu.be/EmmP-jsvVJE
Double Dumbbell Overhead Walking Lunge,Intermediate,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/TBw3mPrKAIs
Stability Ball Double Dumbbell Suitcase Bulgarian Split Squat,Intermediate,Quadriceps,Stability Ball,Lower Body,Bodybuilding,
Bodyweight Reverse Nordic,Intermediate,Quadriceps,Bodyweight,Lower Body,Unsorted*,https://youtu.be/GbpDfXXKuk0?si=IsPMd_J3d72xrMcZ
Bodyweight Alternating Lateral Bench Jump,Novice,Glutes,Bodyweight,Lower Body,Plyometric,https://youtu.be/pVoOtkGBN6s
Single Arm Dumbbell Front Rack Squat,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/1VzKnqCcUJ4
Bodyweight Skater Jump,Intermediate,Abductors,Bodyweight,Lower Body,Plyometric,https://youtu.be/CaN4zfIPyXU
Slider Single Arm Dumbbell Front Rack Contralateral Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/t8OkcdLjRFQ
Cable Prone Bench Hamstring Curl,Novice,Hamstrings,Cable,Lower Body,Bodybuilding,https://youtu.be/IalP0lgYPnc
Bodyweight Bulgarian Split Squat Jump,Intermediate,Quadriceps,Bodyweight,Lower Body,Plyometric,https://youtu.be/CWTu90BUTIY?si=9JSuKmfFRaalZ6er
Cable Standing Single Leg Hamstring Curl,Novice,Hamstrings,Cable,Lower Body,Bodybuilding,https://youtu.be/tkh43Yc0tEs
Bodyweight Nordic Hamstring Curl,Advanced,Hamstrings,Bodyweight,Lower Body,Unsorted*,https://youtu.be/kjv4WQXWl_A
Superband Assisted Pistol Squat,Intermediate,Quadriceps,Superband,Lower Body,Balance,https://youtu.be/szRINrcALyI
Slider Double Kettlebell Bottoms Up Front Rack Reverse Lunge,Intermediate,Quadriceps,Sliders,Lower Body,Bodybuilding,
Double Dumbbell Front Rack Squat,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/B86Zj72LwzA
Double Dumbbell Suitcase Walking Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/KdE6b_r7wxA
Barbell Back Rack Walking Lunge,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/ZPoMxOrIeO4
Bodyweight Box Pistol Squat,Novice,Quadriceps,Bodyweight,Lower Body,Calisthenics,https://youtu.be/Ly71LeprFKQ
Barbell Overhead Squat,Intermediate,Quadriceps,Barbell,Lower Body,Unsorted*,https://youtu.be/pn8mqlG0nkE
Slider Double Kettlebell Bottoms Up Overhead Reverse Lunge,Advanced,Quadriceps,Sliders,Lower Body,Bodybuilding,
Landmine Goblet Squat,Novice,Quadriceps,Landmine,Lower Body,Bodybuilding,https://youtu.be/oTRl7p13XtY
Stability Ball Hamstring Curl,Novice,Hamstrings,Stability Ball,Lower Body,Unsorted*,https://youtu.be/d-FBclT8W0g?si=wl1sJCzk2Z5PCnwx
Slider Hamstring Curl,Novice,Hamstrings,Sliders,Lower Body,Unsorted*,https://youtu.be/UaecXxAgsKA
Bodyweight Hamstring Walkout ,Novice,Hamstrings,Bodyweight,Lower Body,Unsorted*,https://youtu.be/GcV2LB0qqnY?si=PoIiYCAOL0uaDuPR
Slider Dumbbell Goblet Reverse Lunge,Novice,Quadriceps,Sliders,Lower Body,Bodybuilding,https://youtu.be/tWmzgpoOUls?si=Fmrp6-y_e5qk2SNJ
Bodyweight Dragon Squat,Expert,Quadriceps,Bodyweight,Lower Body,Calisthenics,https://youtu.be/bQY7fLEkZqU
Single Arm Dumbbell Front Rack Ipsilateral Cossack Squat to Overhead Press,Intermediate,Shoulders,Dumbbell,Full Body,Bodybuilding,https://youtu.be/2vDMsZ2egE0
Stability Ball Single Leg Hamstring Curl,Intermediate,Hamstrings,Stability Ball,Lower Body,Unsorted*,https://youtu.be/cuM7OBHSVow
Barbell Single Leg Romanian Deadlift,Intermediate,Hamstrings,Barbell,Lower Body,Bodybuilding,
Double Dumbbell Suitcase Lateral Lunge,Novice,Quadriceps,Dumbbell,Lower Body,Unsorted*,https://youtu.be/HLDhxSqMQyE
Barbell Zombie Walking Lunge,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,
Barbell Overhead Walking Lunge,Expert,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/m6MczOv_Ayg
Barbell Squat Clean,Expert,Quadriceps,Barbell,Full Body,Olympic Weightlifting ,https://youtu.be/EKRiW9Yt3Ps
Single Arm Landmine Split Clean to Split Jerk,Expert,Shoulders,Landmine,Full Body,Unsorted*,
Single Arm Landmine Hack Squat,Intermediate,Quadriceps,Landmine,Lower Body,Bodybuilding,https://youtu.be/hwd_6Y9YKvI
Double Indian Club Lateral Arm Circles,Novice,Shoulders,Indian Club,Upper Body,Mobility,
Resistance Band Shoulder Dislocates,Novice,Shoulders,Resistance Band,Upper Body,Mobility,
Suspension Reverse Grip Bicep Curl,Novice,Forearms,Suspension Trainer,Upper Body,Unsorted*,https://youtu.be/yewf3adybcc?si=-PZ9RsGl7FC8vp7J
Cable Straight Bar Reverse Grip Bicep Curl,Novice,Forearms,Cable,Upper Body,Bodybuilding,https://youtu.be/RLlT3qbVS3Q?si=SYASKBhplBkTNYee
Single Arm Cable Reverse Grip Bicep Curl,Novice,Forearms,Cable,Upper Body,Bodybuilding,https://youtu.be/SIuDkLLlL6E?si=_Y_P-I5PU4GP5LRy
Bar Eccentric Chin Up ,Novice,Biceps,Pull Up Bar,Upper Body,Calisthenics,https://youtu.be/B1nRr__KiNk?si=5PGKtxdEbPpVW1Ds
Bar Eccentric Pull Up,Novice,Back,Pull Up Bar,Upper Body,Calisthenics,https://youtu.be/T4Jv__fWjZ8?si=sbUarOu5VD7qBK4s
Landmine Half Kneeling Oblique Twist ,Intermediate,Abdominals,Landmine,Midsection,Unsorted*,https://youtu.be/HGzu8tvh79U
Single Arm Bar Dead Hang,Novice,Back,Pull Up Bar,Upper Body,Calisthenics,https://youtu.be/uyNR71ZCrho?si=blbw-wn6NHBGbR9y
Single Arm Kettlebell Tall Kneeling Overhead Press,Novice,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/UF_oINIojVQ?si=nyrZ0y91pz4IIfOs
Alternating Double Kettlebell Tall Kneeling Overhead Press,Novice,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/2kWWWRpk6Co?si=gy0bI1KIAsGs2hhI
Alternating Double Kettlebell Half Kneeling Overhead Press,Novice,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/V3wxOSo53mQ?si=cM14QdTRQfd_FXUt
Stability Ball Single Arm Forearm Plank,Expert,Abdominals,Stability Ball,Midsection,Unsorted*,https://youtu.be/J3JZR2SFknM
Stability Ball Feet Elevated Single Arm Forearm Plank,Expert,Abdominals,Stability Ball,Midsection,Unsorted*,https://youtu.be/PAFvOAPjKwk
Landmine Zercher Skater Squat,Intermediate,Quadriceps,Landmine,Lower Body,Balance,https://youtu.be/avCA3xXb9hg
Single Arm Landmine Front Rack Contralateral Reverse Lunge to Shoulder Press,Intermediate,Shoulders,Landmine,Full Body,Unsorted*,https://youtu.be/h2bPSv9ka_o
Landmine Thruster,Novice,Quadriceps,Landmine,Full Body,Bodybuilding,https://youtu.be/jLvQenjeus8
Landmine Romanian Deadlift,Novice,Hamstrings,Landmine,Lower Body,Bodybuilding,https://youtu.be/x5wWyQ-2k2E?feature=shared
Landmine Single Leg Romanian Deadlift,Intermediate,Hamstrings,Landmine,Lower Body,Bodybuilding,https://youtu.be/rzJse5Ds98k
Landmine Tall Kneeling Oblique Twist,Intermediate,Abdominals,Landmine,Midsection,Unsorted*,https://youtu.be/OCMcVEdK5vw
Landmine Feet Elevated Russian Twist,Intermediate,Abdominals,Landmine,Midsection,Unsorted*,https://youtu.be/Zb-l68-4KFM
Single Arm Landmine Thruster,Intermediate,Quadriceps,Landmine,Full Body,Bodybuilding,https://youtu.be/EcUficjayCY
Double Kettlebell Tall Kneeling Seesaw Overhead Press,Novice,Shoulders,Kettlebell,Upper Body,Bodybuilding,https://youtu.be/Ke5Erzd3NjE?si=fOzgTGBaC6CMWfE6
Single Arm Kettlebell Arm Bar,Novice,Shoulders,Kettlebell,Upper Body,Mobility,
Barbell Power Clean to Overhead Press,Expert,Shoulders,Barbell,Full Body,Olympic Weightlifting ,
Single Arm Suspension Mid Row,Novice,Back,Suspension Trainer,Upper Body,Bodybuilding,
Landmine Zercher Curtsy Lunge,Intermediate,Quadriceps,Landmine,Lower Body,Bodybuilding,https://youtu.be/e7jkuKuWcZ0
Barbell Back Rack Alternating Cossack Squat,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/YZQP6D9LP4E
Barbell Front Rack Alternating Cossack Squat,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/_AEuTTkYzjg
Slider Double Kettlebell Overhead Lateral Lunge,Intermediate,Adductors,Sliders,Lower Body,Bodybuilding,
Dumbbell Goblet Alternating Cossack Squat,Novice,Quadriceps,Dumbbell,Lower Body,Bodybuilding,https://youtu.be/glbP_VzHNkw?si=1k1fGSYRRORQv7W8
Bodyweight Alternating Cossack Squat,Beginner,Quadriceps,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/dhDjKmTX8tU
Bodyweight Knee Over Toe Split Squat ,Beginner,Quadriceps,Bodyweight,Lower Body,Bodybuilding,https://youtu.be/ufsoFnFCqA4
Barbell Back Rack Knee Over Toe Split Squat,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/RBcrPYSWQb8
Barbell Front Rack Knee Over Toe Split Squat,Intermediate,Quadriceps,Barbell,Lower Body,Bodybuilding,https://youtu.be/q7zJZAexRmc
Barbell Overhead Knee Over Toe Split Squat,Advanced,Quadriceps,Barbell,Lower Body,Bodybuilding,
EZ Bar Incline Bench Lying Tricep Extension,Novice,Triceps,EZ Bar,Upper Body,Bodybuilding,https://youtu.be/vJuyPyyEdTs?si=_MMem5dVaaarfRRu
EZ Bar Skull Crusher,Novice,Triceps,EZ Bar,Upper Body,Bodybuilding,https://youtu.be/eiCMrII3j9k?si=J2G1ZmeiFQDhnfxT
Slider Knee Tuck,Novice,Abdominals,Sliders,Midsection,Unsorted*,https://youtu.be/vx9j9l18pyE?si=U7boXKing8U74cQZ
EZ Bar Incline Bench Skull Crusher,Novice,Triceps,EZ Bar,Upper Body,Bodybuilding,https://youtu.be/9VtEoirFmT8?si=B904_aTFyPDoEqMp
EZ Bar Decline Bench Skull Crusher,Novice,Triceps,EZ Bar,Upper Body,Bodybuilding,https://youtu.be/XFBsHDastRI?si=rP6H63ZVPOndCThK
EZ Bar Front Raise,Novice,Shoulders,EZ Bar,Upper Body,Bodybuilding,https://youtu.be/N4HLFIr5H4A?si=l2WKwgNX9fExG7xF
Suspension Pike,Intermediate,Abdominals,Suspension Trainer,Midsection,Unsorted*,https://youtu.be/MkmpHj0T3OQ
Suspension Side Plank Reach Through,Advanced,Abdominals,Suspension Trainer,Midsection,Unsorted*,https://youtu.be/9PiqAsdkh6Q
Bodyweight Cocoon Crunch,Intermediate,Abdominals,Bodyweight,Midsection,Unsorted*,https://youtu.be/BZWoijzyF_4?si=2gKtoX0oa_Lef7o8
Ab Wheel Standing Rollout,Expert,Abdominals,Ab Wheel,Midsection,Unsorted*,https://youtu.be/SFTn_VON9qw
Cable Fire Hydrant,Novice,Glutes,Cable,Lower Body,Bodybuilding,https://youtu.be/P4cP-juNM1Q
Cable Tall Kneeling Pull Through,Novice,Glutes,Cable,Lower Body,Bodybuilding,https://youtu.be/5mkpuBI-2Ls
